      0.00000000   -172.44304738    -43.81751936    -19.52297427    -10.60670232
      0.50000000   -172.44297009    -43.81630259    -19.51691617    -10.59095368
      1.00000000   -172.44273821    -43.81265274    -19.49876106    -10.54378508
      1.50000000   -172.44235175    -43.80657112    -19.46856594    -10.46542776
      2.00000000   -172.44181071    -43.79805995    -19.42642428    -10.35626433
      2.50000000   -172.44111510    -43.78712229    -19.37246372    -10.21682452
      3.00000000   -172.44026493    -43.77376208    -19.30684315    -10.04777878
      3.50000000   -172.43926020    -43.75798411    -19.22974922     -9.84992963
      4.00000000   -172.43810094    -43.73979398    -19.14139246     -9.62420047
      4.50000000   -172.43678714    -43.71919813    -19.04200341     -9.37162182
      5.00000000   -172.43531884    -43.69620377    -18.93182854     -9.09331492
      5.50000000   -172.43369603    -43.67081890    -18.81112653     -8.79047311
      6.00000000   -172.43191876    -43.64305225    -18.68016471     -8.46434147
      6.50000000   -172.42998702    -43.61291328    -18.53921584     -8.11619535
      7.00000000   -172.42790085    -43.58041213    -18.38855537     -7.74731879
      7.50000000   -172.42566028    -43.54555962    -18.22845901     -7.35898380
      8.00000000   -172.42326532    -43.50836718    -18.05920069     -6.95243144
      8.50000000   -172.42071601    -43.46884687    -17.88105100     -6.52885545
      9.00000000   -172.41801237    -43.42701130    -17.69427581     -6.08938919
      9.50000000   -172.41515444    -43.38287363    -17.49913531     -5.63509616
     10.00000000   -172.41214225    -43.33644750    -17.29588321     -5.16696401
     10.50000000   -172.40897584    -43.28774708    -17.08476623     -4.68590196
     11.00000000   -172.40565524    -43.23678692    -16.86602369     -4.19274116
     11.50000000   -172.40218049    -43.18358204    -16.63988732     -3.68823728
     12.00000000   -172.39855163    -43.12814780    -16.40658111     -3.17307489
     12.50000000   -172.39476871    -43.07049992    -16.16632133     -2.64787293
     13.00000000   -172.39083176    -43.01065447    -15.91931653     -2.11319071
     13.50000000   -172.38674083    -42.94862776    -15.66576769     -1.56953413
     14.00000000   -172.38249598    -42.88443642    -15.40586837     -1.01736167
     14.50000000   -172.37809725    -42.81809727    -15.13980484     -0.45709005
     15.00000000   -172.37354469    -42.74962737    -14.86775633      0.11090069
     15.50000000   -172.36883835    -42.67904395    -14.58989525      0.68626262
     16.00000000   -172.36397829    -42.60636441    -14.30638739      1.26867594
     16.50000000   -172.35896456    -42.53160629    -14.01739217      1.85784558
     17.00000000   -172.35379723    -42.45478722    -13.72306289      2.45349822
     17.50000000   -172.34847635    -42.37592497    -13.42354694      3.05537980
     18.00000000   -172.34300198    -42.29503733    -13.11898606      3.66325342
     18.50000000   -172.33737418    -42.21214219    -12.80951657      4.27689752
     19.00000000   -172.33159302    -42.12725746    -12.49526956      4.89610431
     19.50000000   -172.32565858    -42.04040107    -12.17637118      5.52067852
     20.00000000   -172.31957090    -41.95159094    -11.85294277      6.15043618
     20.50000000   -172.31333007    -41.86084502    -11.52510115      6.78520371
     21.00000000   -172.30693616    -41.76818118    -11.19295873      7.42481703
     21.50000000   -172.30038923    -41.67361731    -10.85662379      8.06912080
     22.00000000   -172.29368937    -41.57717121    -10.51620058      8.71796776
     22.50000000   -172.28683665    -41.47886062    -10.17178958      9.37121812
     23.00000000   -172.27983114    -41.37870323     -9.82348758     10.02873905
     23.50000000   -172.27267293    -41.27671663     -9.47138790     10.69040420
     24.00000000   -172.26536209    -41.17291834     -9.11558054     11.35609322
     24.50000000   -172.25789872    -41.06732574     -8.75615229     12.02569141
     25.00000000   -172.25028289    -40.95995615     -8.39318692     12.69908932
     25.50000000   -172.24251470    -40.85082675     -8.02676524     13.37618246
     26.00000000   -172.23459422    -40.73995459     -7.65696533     14.05687094
     26.50000000   -172.22652154    -40.62735663     -7.28386254     14.74105926
     27.00000000   -172.21829677    -40.51304966     -6.90752972     15.42865598
     27.50000000   -172.20991998    -40.39705035     -6.52803725     16.11957351
     28.00000000   -172.20139128    -40.27937523     -6.14545316     16.81372790
     28.50000000   -172.19271076    -40.16004070     -5.75984326     17.51103862
     29.00000000   -172.18387851    -40.03906297     -5.37127121     18.21142838
     29.50000000   -172.17489464    -39.91645814     -4.97979859     18.91482294
     30.00000000   -172.16575923    -39.79224214     -4.58548504     19.62115093
     30.50000000   -172.15647242    -39.66643074     -4.18838830     20.33034374
     31.00000000   -172.14703427    -39.53903956     -3.78856427     21.04233534
     31.50000000   -172.13744490    -39.41008406     -3.38606715     21.75706216
     32.00000000   -172.12770442    -39.27957953     -2.98094944     22.47446297
     32.50000000   -172.11781294    -39.14754111     -2.57326206     23.19447873
     33.00000000   -172.10777056    -39.01398377     -2.16305438     23.91705253
     33.50000000   -172.09757739    -38.87892231     -1.75037430     24.64212946
     34.00000000   -172.08723355    -38.74237139     -1.33526828     25.36965649
     34.50000000   -172.07673915    -38.60434547     -0.91778143     26.09958243
     35.00000000   -172.06609430    -38.46485888     -0.49795756     26.83185781
     35.50000000   -172.05529912    -38.32392577     -0.07583920     27.56643480
     36.00000000   -172.04435372    -38.18156013      0.34853233     28.30326715
